applications,reason,Loan_Amount,FICO_SCORE,fico_score_group,Employment_Status,Employment_Sector,Monthly_Gross_Income,Monthly_Housing_Payment,Ever_Bankrupt_or_Foreclose,Lender,Approved
1,3,60000,552,1,3,4,7383,2383,0,1,0
1,4,80000,511,1,2,2,2197,926,0,2,0
1,5,50000,647,2,3,1,4872,2322,0,1,0
1,2,20000,779,4,3,4,4780,1628,0,2,0
1,1,20000,480,1,3,5,3171,1355,0,2,0
1,3,20000,702,3,3,8,5842,1754,0,1,0
1,2,30000,562,1,3,2,4339,427,0,1,0
1,2,20000,522,1,3,6,4955,1283,0,1,0
1,3,10000,767,4,1,12,4974,1655,1,2,0
1,1,80000,551,1,3,0,4328,1870,0,3,0
1,1,20000,467,1,3,2,3059,2322,0,2,0
1,3,40000,687,3,3,5,8281,981,0,2,0
1,1,90000,732,3,3,8,10990,2186,0,1,1
1,2,50000,685,3,3,9,6874,1839,0,1,0
1,4,10000,578,1,3,6,7718,2866,0,2,0
1,6,10000,663,2,3,9,6792,1980,0,1,0
1,3,100000,716,3,3,8,4094,1808,0,2,0
1,1,30000,817,5,3,5,10899,2049,0,1,1
1,4,30000,581,2,3,2,4202,1785,0,1,0
1,1,20000,677,3,3,5,5813,1885,0,2,0
1,5,5000,562,1,3,8,5791,1636,0,1,1
1,3,80000,700,3,3,8,10385,702,0,1,0
1,2,10000,696,3,3,6,7356,1323,0,3,0
1,2,30000,687,3,3,5,5456,1659,0,2,1
1,6,80000,831,5,3,9,12411,2746,0,2,1
1,3,20000,724,3,3,2,8288,2132,0,1,0
1,3,20000,468,1,3,10,2558,2575,0,1,0
1,5,30000,542,1,1,12,4673,2218,0,3,0
1,4,20000,616,2,3,0,5833,1922,0,3,0
1,3,50000,604,2,2,10,2718,1273,0,3,0
1,2,10000,541,1,3,11,5020,1971,0,2,0
1,2,30000,782,4,3,5,11885,814,0,2,1
1,4,40000,721,3,3,8,7063,1112,0,3,0
1,2,20000,623,2,3,8,9150,2172,0,1,0
1,1,50000,685,3,2,2,2737,864,0,2,0
1,3,80000,656,2,3,8,5648,2894,0,1,0
1,3,40000,715,3,3,8,4772,2129,0,1,0
1,2,10000,656,2,3,9,4467,1957,0,1,0
1,5,80000,702,3,3,8,8145,2143,0,1,0
1,1,100000,480,1,3,2,3280,2761,0,1,0
1,6,10000,504,1,3,8,7442,2266,0,1,0
1,1,50000,706,3,2,1,2072,337,0,1,0
1,1,30000,753,4,3,8,5000,1244,0,1,0
1,3,80000,587,2,3,4,6786,1031,0,2,0
1,1,30000,682,3,3,10,8862,1775,0,1,0
1,4,40000,539,1,3,7,4673,926,0,1,0
1,3,80000,592,2,2,6,2476,1266,0,1,0
1,1,80000,666,2,3,9,6758,2705,0,1,0
1,3,60000,625,2,1,12,2728,2052,0,3,0
1,3,30000,632,2,3,2,5538,1459,0,1,0
1,1,50000,718,3,3,5,6408,1144,0,1,0
1,5,10000,532,1,2,10,3973,573,0,2,0
1,1,60000,387,1,2,1,5532,2765,0,1,0
1,3,5000,677,3,3,6,6837,1788,0,2,0
1,4,10000,725,3,3,2,8019,2664,0,2,1
1,4,30000,674,3,3,0,8842,1371,0,2,0
1,2,10000,758,4,2,11,5458,3080,1,3,0
1,2,20000,563,1,3,9,5036,1503,0,2,0
1,3,70000,689,3,3,0,7932,1225,1,3,1
1,3,5000,701,3,2,10,2214,644,0,1,0
1,1,5000,548,1,3,8,4843,1210,0,1,0
1,1,30000,505,1,3,8,4100,1385,0,1,0
1,2,10000,711,3,3,6,10539,2098,0,1,0
1,4,20000,772,4,3,6,9412,727,0,1,1
1,1,30000,698,3,3,10,7442,1275,0,1,0
1,4,20000,638,2,3,9,9103,1822,0,3,0
1,6,30000,696,3,2,4,2521,455,0,2,0
1,3,90000,562,1,3,7,4641,1231,0,1,0
1,5,100000,584,2,3,7,7379,2108,0,1,0
1,1,70000,608,2,3,2,8458,2428,0,2,0
1,6,50000,663,2,3,8,4424,1516,0,1,0
1,2,10000,562,1,2,0,2765,1948,0,1,0
1,6,5000,654,2,3,3,4012,1722,0,2,0
1,6,80000,584,2,3,5,2635,1612,0,2,0
1,4,30000,553,1,3,2,5912,1745,0,1,0
1,2,20000,644,2,3,8,5458,2465,0,1,0
1,2,50000,562,1,3,2,4398,2244,0,1,0
1,3,80000,622,2,3,5,5981,1691,0,2,0
1,5,40000,369,1,3,8,2851,1243,0,1,0
1,6,80000,627,2,3,6,4287,1523,0,1,0
1,6,10000,678,3,3,9,4488,2271,0,2,0
1,4,30000,657,2,3,2,3406,1526,0,1,0
1,4,90000,837,5,3,5,10606,2092,0,3,1
1,4,20000,553,1,3,5,4193,953,0,1,0
1,1,50000,615,2,3,6,9128,1959,0,2,0
1,3,60000,619,2,2,10,3032,1353,0,1,0
1,5,80000,655,2,3,2,7796,1785,0,1,0
1,5,50000,561,1,3,6,4293,2292,0,1,1
1,2,30000,558,1,3,7,4074,2356,0,3,0
1,4,30000,632,2,3,9,4572,775,0,1,0
1,2,90000,451,1,3,6,4638,1506,0,1,0
1,3,40000,606,2,3,2,5475,1566,0,1,0
1,1,30000,587,2,3,1,5152,2470,0,1,0
1,1,10000,609,2,2,4,2552,1470,0,1,0
1,6,100000,559,1,3,8,9552,1323,0,1,0
1,5,40000,651,2,3,2,7128,1053,0,2,0
1,2,10000,604,2,3,6,4995,1913,0,2,0
1,1,50000,666,2,3,9,4385,2280,0,2,0
1,6,70000,699,3,2,4,2688,885,1,1,0
1,3,80000,688,3,2,10,2557,547,0,2,0
1,4,40000,732,3,2,8,3468,771,0,1,0
1,4,90000,562,1,3,2,3769,2384,0,2,0
1,3,100000,673,3,3,0,8679,1459,0,2,1
1,3,70000,628,2,3,6,14928,2617,0,2,0
1,6,30000,685,3,2,10,2997,2777,0,2,0
1,4,20000,794,4,3,9,11907,1494,0,1,0
1,4,20000,570,1,3,6,4539,344,0,1,0
1,6,20000,725,3,3,4,8908,1393,0,2,0
1,1,50000,791,4,3,5,6535,1809,0,2,0
1,5,40000,618,2,3,7,6951,2009,0,1,0
1,1,80000,559,1,3,0,4171,821,0,1,0
1,4,40000,656,2,3,8,5134,1171,0,1,1
1,6,80000,532,1,2,5,3799,1299,0,1,0
1,1,70000,746,4,3,8,5019,1659,0,2,0
1,1,10000,588,2,3,4,5673,2028,0,2,0
1,3,80000,502,1,2,7,3670,803,0,1,0
1,4,30000,569,1,3,9,4739,766,0,1,0
1,3,100000,631,2,3,9,3113,1766,0,1,0
1,3,50000,553,1,3,8,9341,2706,0,2,0
1,1,30000,671,3,3,11,7757,1444,0,3,0
1,4,70000,488,1,3,4,3189,2400,0,1,0
1,6,50000,653,2,3,4,5568,494,0,1,0
1,2,40000,683,3,2,10,5035,508,0,2,0
1,4,50000,612,2,3,0,7185,1780,0,1,0
1,1,30000,709,3,3,8,14267,1980,0,2,0
1,2,40000,510,1,3,5,5001,1484,0,1,0
1,5,80000,605,2,3,8,5165,1672,0,1,0
1,6,70000,613,2,3,8,15983,2595,0,3,0
1,3,50000,554,1,3,1,3762,1537,0,1,0
1,1,20000,625,2,1,12,2992,1995,0,2,0
1,1,80000,661,2,3,2,4055,1708,0,3,1
1,2,30000,706,3,3,10,9661,2867,0,1,0
1,2,70000,594,2,3,9,6908,2608,0,3,0
1,5,30000,640,2,3,5,5085,2071,0,1,0
1,3,60000,634,2,3,10,4381,1211,0,1,0
1,3,80000,616,2,3,7,3524,1762,0,3,0
1,1,20000,689,3,2,6,3298,1607,0,1,1
1,1,10000,639,2,3,8,8449,2964,0,2,0
1,6,80000,632,2,3,5,6704,320,0,1,0
1,1,90000,585,2,3,5,12454,2362,0,3,0
1,3,30000,392,1,1,12,2966,1852,0,3,0
1,2,40000,771,4,3,6,13248,3150,0,1,0
1,4,30000,735,3,3,8,11747,1485,0,2,0
1,2,30000,569,1,3,6,3946,1109,0,2,0
1,5,50000,669,2,2,7,2577,1556,0,1,0
1,1,80000,716,3,2,9,3575,1039,0,2,0
1,5,20000,662,2,3,8,8263,2250,0,1,0
1,1,20000,607,2,3,9,13223,2258,0,1,0
1,1,30000,631,2,3,2,7658,1575,0,1,0
1,1,70000,486,1,3,0,3471,882,0,3,0
1,5,20000,557,1,3,11,3799,1320,0,1,0
1,2,20000,556,1,3,1,4231,1089,0,2,0
1,3,70000,724,3,3,8,3658,2016,0,1,0
1,3,70000,697,3,2,8,4136,1097,0,2,0
1,2,80000,763,4,1,12,5291,1011,0,1,0
1,4,20000,694,3,3,5,5573,1971,0,1,1
1,6,30000,651,2,3,5,7475,2932,0,1,0
1,3,10000,568,1,2,4,3198,1516,0,1,0
1,2,100000,578,1,3,8,4774,3186,0,1,0
1,5,50000,602,2,3,5,2774,1774,0,1,0
1,3,100000,744,4,3,7,8116,1921,0,2,0
1,3,10000,646,2,2,8,2649,3068,0,1,0
1,3,30000,560,1,3,2,4224,2363,0,1,0
1,3,10000,697,3,3,5,5573,1206,1,1,0
1,3,30000,515,1,2,7,2073,1074,1,3,0
1,3,80000,647,2,2,10,2679,1114,0,1,0
1,4,50000,653,2,3,11,8596,1491,0,1,0
1,5,60000,692,3,3,8,5738,493,0,3,0
1,6,20000,601,2,3,8,4632,1581,0,1,0
1,3,40000,632,2,3,7,3981,1759,0,1,0
1,2,60000,722,3,3,7,5797,2357,0,1,0
1,1,40000,695,3,3,0,4320,1786,0,2,0
1,3,20000,739,3,3,11,10418,1908,0,1,0
1,3,20000,608,2,3,5,8043,1606,0,2,0
1,3,30000,596,2,3,8,6944,2551,0,2,0
1,2,60000,707,3,3,8,7997,1207,0,1,0
1,3,90000,717,3,3,9,4323,2301,0,3,0
1,4,20000,696,3,2,8,2536,1546,0,3,0
1,3,40000,333,1,3,6,4949,1377,0,1,0
1,3,30000,571,1,3,8,5438,1847,0,1,0
1,1,60000,586,2,3,0,8697,1414,0,1,0
1,4,20000,597,2,1,12,2839,1305,1,3,0
1,3,60000,563,1,3,6,3737,1187,0,2,0
1,4,20000,577,1,3,8,10627,1686,0,1,0
1,1,40000,704,3,3,4,7091,2463,0,1,1
1,3,10000,643,2,3,6,5548,1108,0,1,0
1,2,40000,748,4,3,10,7163,2013,0,2,0
1,3,90000,443,1,3,7,7976,2409,0,2,0
1,2,70000,675,3,3,8,8141,1809,0,3,0
1,1,70000,677,3,3,6,7722,1514,0,1,0
1,2,80000,697,3,3,9,13343,2430,0,1,0
1,3,50000,669,2,3,10,4727,1279,0,2,0
1,3,20000,718,3,3,8,6872,1600,0,1,1
1,5,60000,592,2,2,10,2109,1595,0,3,0
1,3,60000,694,3,3,8,5178,1584,0,1,0
1,3,80000,477,1,3,2,3148,1353,0,1,0
1,2,20000,596,2,3,8,5131,1820,0,2,0
1,3,60000,664,2,3,0,5029,310,0,1,0
1,3,10000,791,4,3,7,8685,1216,0,2,1
1,3,30000,619,2,3,2,5917,1301,0,1,0
1,6,80000,641,2,3,4,5746,1343,0,2,0
1,1,20000,560,1,3,4,3527,2001,0,1,0
1,1,30000,837,5,3,6,9021,867,0,2,0
1,3,20000,695,3,3,8,14567,2336,0,2,1
1,2,50000,712,3,3,10,7688,1599,0,1,0
1,2,70000,561,1,3,8,4059,1628,0,1,0
1,5,50000,499,1,3,10,4249,2007,0,1,0
1,6,20000,661,3,3,8,10262,720,0,2,0
1,4,20000,546,1,3,6,4038,2216,0,1,0
1,5,20000,655,2,3,9,7447,2079,0,1,0
1,4,20000,571,1,3,4,4648,1898,0,1,0
1,3,10000,663,2,3,6,5183,1426,0,3,1
1,1,20000,621,2,3,2,6266,1311,0,2,0
1,2,80000,569,1,3,8,7977,1716,0,1,0
1,4,70000,830,5,3,7,9706,1567,0,2,1
1,1,20000,694,3,3,5,7620,305,0,1,1
1,3,30000,679,3,2,8,3176,996,0,1,0
1,1,30000,413,1,2,8,3996,1068,0,2,0
1,3,30000,588,2,2,6,2993,2735,0,1,0
1,2,30000,694,3,3,7,5916,1307,0,1,0
1,3,10000,739,3,3,8,9725,2016,0,3,0
1,5,50000,695,3,3,6,9278,2098,0,1,0
1,5,40000,453,1,3,9,4033,1261,0,1,0
1,1,80000,661,2,3,8,13773,2434,0,2,0
1,4,10000,631,2,1,12,3151,1811,0,2,0
1,4,30000,543,1,2,8,5958,2584,0,1,0
1,5,10000,558,1,2,0,2054,374,0,2,0
1,2,40000,629,2,3,6,8879,1654,0,1,0
1,5,80000,606,2,3,7,4066,2399,0,1,0
1,3,100000,626,2,3,7,7411,856,0,2,0
1,1,20000,637,2,2,4,2350,2911,0,1,0
1,1,40000,554,1,3,8,4942,2095,0,2,0
1,2,20000,834,5,3,0,9066,1892,0,1,0
1,2,10000,731,3,3,10,10950,480,0,1,1
1,1,30000,601,2,1,12,2521,1175,0,3,0
1,5,10000,567,1,3,7,3869,1519,0,1,0
1,4,100000,633,2,3,2,4830,1665,0,2,0
1,1,30000,664,2,3,2,6457,753,0,1,0
1,5,30000,622,2,3,2,5160,1466,0,1,0
1,5,40000,706,3,1,12,2651,726,0,3,1
1,1,100000,586,2,3,2,3367,1793,0,1,0
1,1,90000,646,2,3,5,15443,2152,0,2,0
1,3,20000,632,2,3,0,6164,2967,0,2,1
1,4,20000,693,3,2,2,3374,860,0,1,0
1,3,30000,653,2,3,5,5232,1303,0,3,0
1,6,100000,612,2,2,3,2969,2083,0,2,0
1,3,10000,591,2,3,0,8561,1402,0,1,0
1,1,90000,639,2,3,2,4511,2078,0,1,0
1,4,30000,783,4,3,4,5202,1553,0,2,0
1,3,10000,378,1,3,9,4386,496,0,3,0
1,4,30000,654,2,3,8,7007,1313,0,1,0
1,5,70000,670,2,3,2,4570,1622,0,1,0
1,2,30000,636,2,3,4,7456,2034,0,2,0
1,3,30000,566,1,3,9,5477,1997,0,1,0
1,2,10000,725,3,3,8,8203,1939,0,1,0
1,1,90000,571,1,1,12,3305,1904,0,3,0
1,5,10000,671,3,3,8,5970,716,0,1,0
1,3,40000,688,3,3,6,8817,1321,0,2,0
1,1,90000,631,2,3,2,5520,974,0,1,0
1,3,20000,687,3,1,12,2797,2011,0,3,0
1,5,10000,593,2,3,8,4330,1357,0,1,0
1,1,30000,623,2,3,9,7034,2093,0,1,0
1,3,30000,565,1,3,9,4768,1545,0,2,0
1,2,20000,562,1,2,10,3845,507,0,1,0
1,3,20000,607,2,3,0,5861,1378,0,2,0
1,6,30000,752,4,3,3,4388,1926,0,1,1
1,2,20000,563,1,3,10,3562,2090,0,1,0
1,1,90000,720,3,3,8,7760,2089,0,3,0
1,5,90000,564,1,3,5,4157,2435,0,2,0
1,6,80000,706,3,3,9,4471,2322,0,1,0
1,3,30000,521,1,3,5,3901,2088,0,2,0
1,3,40000,539,1,2,2,4866,1598,0,1,0
1,2,30000,670,2,2,5,2595,1731,0,3,0
1,5,40000,641,2,3,5,7675,1347,1,2,0
1,6,40000,639,2,3,10,6968,2472,0,2,0
1,1,20000,665,2,3,7,5760,1717,0,1,0
1,1,20000,646,2,3,4,9167,2514,0,2,0
1,1,30000,605,2,3,6,4139,2702,0,3,0
1,1,90000,523,1,3,7,4179,913,0,1,0
1,1,5000,664,2,3,10,9823,1987,0,1,0
1,4,10000,636,2,3,9,5944,2586,0,2,0
1,5,10000,597,2,3,8,4059,2613,0,2,0
1,5,90000,652,2,2,9,2711,564,0,1,0
1,3,90000,772,4,3,7,14534,2672,0,1,1
1,1,20000,650,2,3,2,5753,2295,0,3,1
1,4,10000,559,1,1,12,2849,1854,0,2,0
1,4,10000,519,1,3,8,13897,1648,0,2,0
1,1,20000,556,1,3,6,3741,2845,0,1,0
1,2,20000,462,1,3,6,3174,2967,0,1,0
1,3,10000,599,2,2,5,2912,854,0,1,0
1,3,30000,667,2,3,2,4688,1327,0,3,1
1,2,90000,750,4,3,9,8702,1266,0,1,1
1,3,30000,696,3,3,9,8704,1091,0,1,0
1,2,60000,617,2,3,6,8049,432,0,3,0
1,2,20000,628,2,3,0,2977,2162,0,1,0
1,3,80000,474,1,2,8,3572,1418,0,2,0
1,2,50000,549,1,3,4,3731,762,0,1,0
1,1,5000,710,3,3,8,4705,2079,0,1,0
1,1,30000,679,3,3,10,4283,1914,0,1,0
1,5,10000,705,3,3,5,8793,1466,0,3,0
1,5,80000,506,1,3,0,4382,1469,0,1,0
1,2,90000,573,1,3,11,5960,1887,0,2,0
1,1,50000,574,1,3,5,10127,2204,0,2,0
1,5,40000,591,2,2,10,2300,1856,0,1,0
1,1,20000,618,2,3,10,8583,2066,0,2,0
1,4,60000,710,3,3,10,7824,1704,0,3,0
1,2,40000,618,2,3,9,7016,2750,0,2,0
1,6,70000,665,2,1,0,2627,1099,0,3,0
1,5,20000,613,2,3,2,2958,469,0,3,1
1,1,40000,670,2,3,7,4243,728,0,1,0
1,1,30000,555,1,3,8,4276,1337,0,1,0
1,3,10000,572,1,2,2,2792,904,0,2,0
1,3,5000,560,1,3,8,11737,2793,0,2,0
1,1,80000,717,3,2,6,2804,1241,0,1,0
1,2,100000,355,1,3,8,3677,719,0,2,0
1,2,100000,727,3,2,0,3398,819,0,1,0
1,6,80000,616,2,2,9,2900,1772,0,1,0
1,6,70000,710,3,2,8,4526,1708,0,2,0
1,4,20000,612,2,3,6,10054,2011,0,2,0
1,6,80000,848,5,3,5,16977,2037,0,1,1
1,2,20000,613,2,2,8,3499,2062,1,1,0
1,6,20000,726,3,3,5,9447,808,0,2,0
1,1,100000,642,2,3,6,4332,1589,0,1,0
1,6,100000,590,2,3,1,2969,1568,0,2,0
1,3,40000,635,2,1,12,2032,1637,0,3,0
1,3,60000,536,1,3,10,4434,2816,0,1,0
1,3,30000,749,4,3,8,8409,1601,0,2,0
1,6,80000,548,1,3,10,8115,1500,0,1,0
1,3,30000,684,3,3,10,8820,1098,0,2,0
1,1,50000,639,2,3,11,3477,1347,0,1,0
1,5,70000,663,2,1,12,3088,1207,1,3,0
1,2,80000,690,3,3,10,10792,1829,0,1,1
1,1,80000,509,1,3,2,4601,1433,0,2,0
1,6,30000,553,1,3,7,5104,2661,0,1,0
1,3,40000,674,3,3,11,5611,2748,0,2,0
1,4,30000,680,3,1,12,6281,1477,0,2,0
1,1,50000,727,3,3,6,10468,1349,0,2,0
1,4,80000,571,1,3,8,5212,1326,0,2,0
1,1,60000,736,3,2,7,2481,1697,0,1,1
1,3,20000,507,1,3,5,4526,1368,0,1,0
1,1,20000,713,3,3,6,5882,1583,0,1,0
1,1,30000,589,2,3,0,5017,1732,0,1,0
1,1,50000,706,3,3,5,8421,2314,0,1,1
1,1,20000,504,1,3,9,3460,2018,0,1,0
1,3,20000,618,2,3,5,5920,1802,0,2,0
1,1,60000,568,1,3,5,7393,1988,0,1,0
1,6,70000,727,3,2,3,2650,885,0,3,1
1,3,100000,816,5,2,8,3077,2220,0,1,0
1,3,80000,718,3,3,7,9996,2119,0,1,0
1,5,20000,513,1,3,8,2725,2912,0,1,0
1,6,10000,585,2,3,3,3140,1546,0,1,0
1,3,80000,553,1,3,6,5198,1348,0,3,0
1,3,5000,575,1,1,12,4347,2199,0,2,0
1,4,20000,626,2,3,2,4828,1415,0,1,0
1,6,20000,599,2,3,5,4751,1286,0,1,0
1,3,10000,721,3,3,5,7719,1423,0,2,0
1,4,50000,594,2,3,6,7814,1691,0,1,0
1,2,20000,735,3,3,11,5311,1224,0,1,1
1,4,90000,595,2,3,10,4005,561,0,1,0
1,5,70000,603,2,3,4,6876,1940,0,1,0
1,3,30000,635,2,3,5,8928,1766,0,2,0
1,2,40000,669,2,3,8,4250,1801,0,1,1
1,1,80000,418,1,2,8,2311,2040,0,1,0
1,2,20000,611,2,3,0,2569,2177,1,1,0
1,5,90000,577,1,3,10,4006,2130,0,1,0
1,3,70000,571,1,2,8,3857,1250,0,1,0
1,2,30000,646,2,2,0,2318,814,0,1,0
1,5,10000,585,2,3,10,4551,1681,0,1,0
1,6,50000,558,1,3,6,3501,576,0,1,0
1,1,40000,715,3,3,4,7667,1340,0,1,0
1,4,10000,533,1,3,4,9994,1926,0,1,0
1,5,20000,623,2,3,5,4974,2716,0,2,0
1,1,20000,700,3,2,4,2100,2913,0,3,0
1,2,80000,732,3,3,8,8555,1405,0,1,1
1,5,20000,539,1,2,0,2599,601,0,1,0
1,5,70000,679,3,3,6,7517,2109,0,1,0
1,3,20000,580,1,1,12,2505,1471,0,2,0
1,5,30000,718,3,2,6,2205,1194,0,2,1
1,5,10000,686,3,3,5,12461,2206,0,1,0
1,4,90000,610,2,2,4,3481,3195,0,1,0
1,1,50000,694,3,2,8,2988,1855,0,1,0
1,3,20000,681,3,3,7,5995,1916,0,1,0
1,1,20000,572,1,3,5,4832,1432,0,1,0
1,6,40000,607,2,3,2,4219,1588,0,1,0
1,3,90000,341,1,2,10,2343,1046,0,3,0
1,4,80000,650,2,2,6,3403,864,0,2,0
1,6,60000,599,2,3,7,4601,1702,0,1,0
1,1,100000,607,2,3,8,14604,2402,0,2,0
1,2,60000,673,3,3,5,4563,1982,0,3,0
1,1,20000,684,3,1,12,2834,903,0,3,0
1,2,30000,765,4,3,8,8677,2722,0,2,1
1,3,20000,565,1,2,9,2503,1594,0,3,0
1,4,40000,769,4,3,11,10288,780,0,1,1
1,6,30000,587,2,3,10,4730,2061,0,1,1
1,3,10000,848,5,3,5,10492,913,0,3,1
1,2,30000,626,2,2,7,3384,2187,0,1,0
1,2,70000,734,3,2,10,2775,3077,0,1,0
1,3,100000,686,3,3,6,8603,1245,0,1,0
1,2,5000,721,3,3,4,5631,2065,0,2,0
1,6,80000,632,2,3,10,5093,2175,0,1,0
1,2,60000,705,3,3,6,8010,997,0,1,0
1,4,20000,593,2,1,12,2795,1017,0,3,0
1,3,30000,646,2,1,12,6977,1947,0,3,0
1,5,50000,659,2,3,10,4607,357,0,3,0
1,3,80000,568,1,1,12,2649,2073,0,3,0
1,6,80000,557,1,2,4,5539,1192,0,1,0
1,5,30000,611,2,1,12,3446,1008,0,3,0
1,1,80000,622,2,3,9,6554,1604,0,1,0
1,4,60000,601,2,3,6,5903,1103,0,1,0
1,3,30000,596,2,3,6,5135,1470,0,1,0
1,6,10000,603,2,3,7,5727,1171,0,3,0
1,1,50000,732,3,3,8,11300,834,0,3,1
1,1,20000,489,1,3,8,7204,2075,0,1,0
1,2,100000,624,2,3,5,9321,2369,0,3,0
1,4,70000,558,1,2,10,5927,1481,0,1,0
1,3,20000,481,1,3,8,8057,1592,0,1,0
1,5,20000,765,4,2,8,5675,2764,0,1,1
1,3,50000,683,3,3,8,6826,774,0,3,0
1,3,80000,552,1,3,8,14041,2122,0,1,0
1,3,80000,573,1,2,2,3143,1329,0,1,0
1,1,10000,628,2,3,8,9708,2521,0,1,0
1,1,100000,600,2,3,10,4309,1721,0,2,0
1,3,30000,696,3,3,8,8133,997,0,1,0
1,3,80000,572,1,2,5,5729,2032,0,1,0
1,2,80000,708,3,2,4,2614,1370,0,3,0
1,6,70000,697,3,3,6,4521,1927,0,1,1
1,1,30000,724,3,1,12,3150,1307,0,3,1
1,6,80000,554,1,3,8,3792,2896,0,2,0
1,6,50000,605,2,2,2,3372,905,0,2,0
1,5,10000,731,3,3,10,7739,1423,0,1,0
1,2,100000,595,2,3,2,11747,2191,0,3,0
1,1,30000,816,5,3,2,10476,1601,0,1,1
1,3,30000,647,2,3,8,7640,1447,0,3,0
1,1,40000,499,1,2,9,3244,1665,0,1,0
1,3,80000,696,3,3,5,6547,1231,0,2,1
1,3,10000,650,2,1,12,5000,1931,0,3,0
1,2,60000,632,2,2,5,2530,809,1,1,0
1,1,30000,726,3,3,6,8743,2756,0,1,1
1,1,30000,717,3,3,7,4302,1862,0,2,0
1,3,90000,512,1,2,2,2708,1657,1,1,0
1,3,90000,629,2,2,4,3174,1372,0,3,0
1,2,10000,332,1,1,12,3427,2044,0,2,0
1,1,80000,630,2,3,5,9528,2167,0,2,0
1,3,30000,663,2,3,10,3441,1710,0,1,0
1,5,30000,604,2,3,6,8748,372,0,1,1
1,4,90000,718,3,3,2,8069,1341,0,1,0
1,3,100000,692,3,2,1,5942,710,0,1,0
1,5,90000,706,3,3,5,6247,2055,0,1,0
1,6,30000,566,1,3,7,6186,1911,0,1,0
1,6,10000,656,2,3,6,4120,1308,0,1,0
1,2,20000,637,2,3,6,4760,1509,0,1,1
1,4,30000,600,2,3,6,7643,1202,0,2,0
1,3,30000,722,3,3,8,7674,1203,0,1,0
1,5,80000,658,2,3,7,8907,1606,0,1,0
1,1,90000,533,1,1,12,4803,1393,0,3,0
1,4,30000,721,3,3,2,5117,1470,0,3,0
1,4,30000,568,1,2,1,3861,455,0,3,0
1,4,80000,556,1,3,10,4060,1978,0,3,0
1,5,30000,648,2,1,12,2538,1009,0,3,0
1,2,70000,564,1,3,7,3953,1183,0,2,0
1,3,10000,773,4,3,5,5868,939,0,3,0
1,3,20000,575,1,3,8,10685,1476,0,1,0
1,1,50000,704,3,3,5,7908,2586,0,2,0
1,1,100000,443,1,3,8,3698,1342,0,1,0
1,3,10000,830,5,3,7,9141,2455,0,1,0
1,2,70000,685,3,3,10,7490,1360,0,3,0
1,5,10000,553,1,3,10,6870,2257,0,1,0
1,3,5000,661,2,3,10,4701,1603,0,1,0
1,5,70000,566,1,3,7,4511,1744,0,2,0
1,3,10000,607,2,3,7,6544,2049,0,1,0
1,6,40000,628,2,3,8,14714,2576,0,2,0
1,1,20000,649,2,3,0,9073,2232,0,2,0
1,1,30000,693,3,3,9,7739,1471,0,1,0
1,2,100000,723,3,2,4,2117,2043,0,1,0
1,1,10000,558,1,3,11,4758,1889,0,2,0
1,1,20000,428,1,3,8,4500,2051,0,1,0
1,1,10000,672,3,3,8,7566,1254,0,2,0
1,2,30000,843,5,3,6,11621,1323,0,1,0
1,2,30000,711,3,3,6,7822,2707,0,1,0
1,3,90000,710,3,2,10,2968,1086,0,1,0
1,4,50000,458,1,3,8,7426,2363,0,1,0
1,1,30000,582,2,3,9,4009,2719,0,2,0
1,3,30000,697,3,3,4,4583,1564,0,1,1
1,2,10000,614,2,3,9,4610,1788,0,1,0
1,3,20000,690,3,3,10,9469,3044,0,1,1
1,2,30000,724,3,2,7,3260,1902,0,1,0
1,3,40000,709,3,3,8,3890,2060,0,1,0
1,6,60000,535,1,3,8,4292,1478,0,2,0
1,3,30000,633,2,3,2,8544,1429,0,3,1
1,3,40000,574,1,2,8,3922,1795,0,1,0
1,5,70000,568,1,3,1,4426,2037,0,1,1
1,4,90000,568,1,3,7,4678,2617,0,1,0
1,6,90000,675,3,3,5,7153,1809,0,1,0
1,2,70000,602,2,3,10,3700,1952,0,2,0
1,4,30000,598,2,3,7,4683,1827,0,1,0
1,2,10000,786,4,3,6,8592,2170,0,1,1
1,6,60000,534,1,2,5,2832,378,0,3,0
1,5,40000,667,2,3,8,4306,1982,0,1,0
1,1,30000,718,3,3,9,7687,306,0,1,1
1,3,10000,607,2,3,2,6458,1207,0,1,0
1,5,60000,731,3,3,10,16331,2642,1,1,1
1,3,60000,573,1,3,5,4878,1065,0,2,0
1,4,60000,629,2,3,8,5734,2356,0,1,0
1,3,20000,848,5,3,7,10807,2296,0,1,0
1,6,70000,566,1,3,8,5091,2093,0,1,0
1,1,80000,845,5,2,11,2948,886,0,3,0
1,3,80000,678,3,3,4,5404,465,0,3,0
1,5,30000,567,1,3,8,4779,2038,0,1,0
1,2,30000,703,3,3,6,6327,1266,0,1,0
1,3,20000,667,2,3,2,5671,2283,0,1,0
1,4,100000,741,4,3,8,10767,1384,0,1,1
1,3,20000,599,2,3,8,13766,2309,0,1,0
1,3,80000,711,3,3,6,9709,2076,0,1,0
1,6,30000,623,2,3,9,2501,1730,0,1,0
1,1,30000,716,3,3,8,3367,1917,1,1,0
1,2,100000,618,2,1,12,2649,1949,0,2,0
1,1,90000,735,3,3,0,12690,1951,0,1,0
